tab delimited	contribution																																		
id	version	timestamp	contributor	data_model_version	reference	description																													
17114	2	2021-04-22T00:16:27.735Z	@najmagic	3	10.1130/L580.1	"Added geologic_classes, lithologies, and ages to the locations table. Fix other ages problems. Fix other data formatting issues.  Added other required columns. "																													
>>>>>>>>>>																																			
tab delimited	locations																																		
location	location_type	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age_low	age_high	age_unit																								
This study		1.6	88.3	9.2	SLB08.5a_LP-DIR-T	7.45E-07	2.10E-08	1.89E-09	1.79E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB08.5a	u	0	0	77	SLB08.5a_LP-DIR-T-2														
This study		1.8	88	8.4	SLB08.5a_LP-DIR-T	7.31E-07	2.25E-08	2.07E-09	1.75E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB08.5a	u	0	0	373	SLB08.5a_LP-DIR-T-3														
This study		0.7	90.3	7.6	SLB08.5a_LP-DIR-T	7.21E-07	8.73E-09	1.73E-09	3.35E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB08.5a	u	0	0	473	SLB08.5a_LP-DIR-T-4														
This study		0.9	90	7.5	SLB08.5a_LP-DIR-T	6.91E-07	1.02E-08	1.61E-09	1.57E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB08.5a	u	0	0	573	SLB08.5a_LP-DIR-T-5														
This study		0.4	89.4	7.5	SLB08.5a_LP-DIR-T	6.43E-07	3.82E-09	1.46E-09	1.51E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB08.5a	u	0	0	673	SLB08.5a_LP-DIR-T-6														
This study		1.4	88.3	7.4	SLB08.5a_LP-DIR-T	6.10E-07	1.44E-08	1.62E-09	1.22E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB08.5a	u	0	0	723	SLB08.5a_LP-DIR-T-7														
This study		0.4	88.1	7	SLB08.5a_LP-DIR-T	5.87E-07	4.31E-09	1.55E-09	1.41E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB08.5a	u	0	0	748	SLB08.5a_LP-DIR-T-8														
This study		0.2	90.2	7.5	SLB08.5a_LP-DIR-T	5.66E-07	1.96E-09	1.47E-09	1.36E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB08.5a	u	0	0	773	SLB08.5a_LP-DIR-T-9														
This study		0.2	90.2	7.5	SLB08.5a_LP-DIR-T	5.66E-07	1.84E-09	1.38E-09	1.36E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB08.5a	u	0	0	773	SLB08.5a_LP-DIR-T-10														
This study		1.2	89.2	7.4	SLB08.5a_LP-DIR-T	5.47E-07	1.17E-08	1.31E-09	1.66E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB08.5a	u	0	0	798	SLB08.5a_LP-DIR-T-11														
This study		0.8	88.2	7.5	SLB08.5a_LP-DIR-T	5.14E-07	7.52E-09	1.23E-09	1.12E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB08.5a	u	0	0	823	SLB08.5a_LP-DIR-T-12														
This study		1.3	88.5	7.5	SLB08.5a_LP-DIR-T	4.88E-07	1.10E-08	1.02E-09	1.21E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB08.5a	u	0	0	833	SLB08.5a_LP-DIR-T-13														
This study		0.9	91.1	7.4	SLB08.5a_LP-DIR-T	4.71E-07	6.73E-09	1.17E-09	2.02E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB08.5a	u	0	0	843	SLB08.5a_LP-DIR-T-14														
This study		0.5	88.5	7.7	SLB08.5a_LP-DIR-T	4.59E-07	3.45E-09	1.05E-09	1.47E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB08.5a	u	0	0	848	SLB08.5a_LP-DIR-T-15														
This study		0.8	87.9	7.5	SLB08.5a_LP-DIR-T	4.47E-07	6.13E-09	1.08E-09	1.20E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB08.5a	u	0	0	853	SLB08.5a_LP-DIR-T-16														
This study		1.3	88.4	7.5	SLB08.5a_LP-DIR-T	4.10E-07	9.44E-09	8.14E-10	1.06E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB08.5a	u	0	0	868	SLB08.5a_LP-DIR-T-17														
This study		1.6	90.7	7.5	SLB08.5a_LP-DIR-T	3.67E-07	1.03E-08	7.92E-10	1.51E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB08.5a	u	0	0	883	SLB08.5a_LP-DIR-T-18														
This study		1.4	90.6	7.4	SLB08.5a_LP-DIR-T	3.03E-07	7.39E-09	6.50E-10	1.54E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB08.5a	u	0	0	898	SLB08.5a_LP-DIR-T-19														
This study		0.9	89	7.4	SLB08.5a_LP-DIR-T	2.00E-07	3.04E-09	4.67E-10	8.06E-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB08.5a	u	0	0	913	SLB08.5a_LP-DIR-T-20														
This study		3.4	88.9	7.3	SLB08.5a_LP-DIR-T	7.34E-08	4.34E-09	3.60E-10	1.98E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB08.5a	u	0	0	928	SLB08.5a_LP-DIR-T-21														
This study		3.8	93.7	7.2	SLB08.5a_LP-DIR-T	3.26E-08	2.17E-09	2.19E-10	1.34E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB08.5a	u	0	0	938	SLB08.5a_LP-DIR-T-22														
This study		2.3	90.3	8	SLB08.5a_LP-DIR-T	1.48E-08	6.08E-10	2.15E-10	5.29E-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB08.5a	u	0	0	948	SLB08.5a_LP-DIR-T-23														
This study		2.7	90.4	9.5	SLB08.5a_LP-DIR-T	9.11E-09	4.25E-10	1.26E-10	3.00E-11	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB08.5a	u	0	0	953	SLB08.5a_LP-DIR-T-24														
This study		2.3	223.5	-5.9	SLB08.6a_LP-DIR-T	6.08E-07	1.51E-08	1.73E-08	7.33E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB08.6a	u	0	0	273	SLB08.6a_LP-DIR-T-1														
This study		2.9	224.1	-5.9	SLB08.6a_LP-DIR-T	6.03E-07	1.98E-08	2.13E-08	7.99E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB08.6a	u	0	0	77	SLB08.6a_LP-DIR-T-2														
This study		0.6	225.6	-6.8	SLB08.6a_LP-DIR-T	6.01E-07	3.03E-09	3.40E-09	4.63E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB08.6a	u	0	0	373	SLB08.6a_LP-DIR-T-3														
This study		2.7	227.1	-6.8	SLB08.6a_LP-DIR-T	5.98E-07	1.97E-08	1.94E-08	5.88E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB08.6a	u	0	0	473	SLB08.6a_LP-DIR-T-4														
This study		5.2	222.6	-7.1	SLB08.6a_LP-DIR-T	5.80E-07	3.51E-08	3.94E-08	5.65E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB08.6a	u	0	0	573	SLB08.6a_LP-DIR-T-5														
This study		1.4	224.5	-7.3	SLB08.6a_LP-DIR-T	5.50E-07	8.00E-09	8.79E-09	6.45E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB08.6a	u	0	0	673	SLB08.6a_LP-DIR-T-6														
This study		4.3	225.7	-7.4	SLB08.6a_LP-DIR-T	5.27E-07	2.74E-08	2.75E-08	7.02E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB08.6a	u	0	0	723	SLB08.6a_LP-DIR-T-7														
This study		5	222.8	-7	SLB08.6a_LP-DIR-T	5.09E-07	3.00E-08	3.32E-08	3.19E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB08.6a	u	0	0	748	SLB08.6a_LP-DIR-T-8														
This study		0.6	226	-7.3	SLB08.6a_LP-DIR-T	4.96E-07	1.59E-09	1.89E-09	4.51E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB08.6a	u	0	0	773	SLB08.6a_LP-DIR-T-9														
This study		0.7	225.7	-7.4	SLB08.6a_LP-DIR-T	4.97E-07	2.57E-09	2.89E-09	5.33E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB08.6a	u	0	0	773	SLB08.6a_LP-DIR-T-10														
This study		8.9	226.7	-7.1	SLB08.6a_LP-DIR-T	4.80E-07	5.46E-08	5.17E-08	4.08E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB08.6a	u	0	0	798	SLB08.6a_LP-DIR-T-11														
This study		3.3	225.2	-7.1	SLB08.6a_LP-DIR-T	4.96E-07	1.96E-08	1.97E-08	6.26E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB08.6a	u	0	0	798	SLB08.6a_LP-DIR-T-12														
This study		1.9	223.9	-7.6	SLB08.6a_LP-DIR-T	4.66E-07	7.79E-09	9.69E-09	8.90E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB08.6a	u	0	0	823	SLB08.6a_LP-DIR-T-13														
This study		5.4	228.9	-7.5	SLB08.6a_LP-DIR-T	4.54E-07	3.03E-08	2.86E-08	1.01E-08	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB08.6a	u	0	0	833	SLB08.6a_LP-DIR-T-14														
This study		1.9	223.2	-7.6	SLB08.6a_LP-DIR-T	4.46E-07	6.65E-09	9.40E-09	9.09E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB08.6a	u	0	0	843	SLB08.6a_LP-DIR-T-15														
This study		1.6	225.1	-7.6	SLB08.6a_LP-DIR-T	4.42E-07	5.85E-09	7.09E-09	8.30E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB08.6a	u	0	0	848	SLB08.6a_LP-DIR-T-16														
This study		1.9	227	-7.4	SLB08.6a_LP-DIR-T	4.36E-07	9.98E-09	8.12E-09	7.39E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB08.6a	u	0	0	853	SLB08.6a_LP-DIR-T-17														
This study		1.6	225.4	-7.5	SLB08.6a_LP-DIR-T	4.17E-07	7.08E-09	6.56E-09	5.99E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB08.6a	u	0	0	868	SLB08.6a_LP-DIR-T-18														
This study		0.8	226.4	-7.4	SLB08.6a_LP-DIR-T	3.94E-07	1.56E-09	2.46E-09	4.99E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB08.6a	u	0	0	883	SLB08.6a_LP-DIR-T-19														
This study		1.2	225.6	-7.5	SLB08.6a_LP-DIR-T	3.30E-07	3.06E-09	3.84E-09	4.70E-09	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB08.6a	u	0	0	898	SLB08.6a_LP-DIR-T-20														
This study		5.5	223.9	-7.5	SLB08.6a_LP-DIR-T	1.35E-07	8.65E-09	9.33E-09	1.98E-09	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB08.6a	u	0	0	913	SLB08.6a_LP-DIR-T-21														
This study		0.9	227.7	-7.6	SLB08.6a_LP-DIR-T	4.94E-08	4.55E-10	3.78E-10	5.69E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB08.6a	u	0	0	928	SLB08.6a_LP-DIR-T-22														
This study		1.1	230.2	-7.3	SLB08.6a_LP-DIR-T	3.23E-08	3.24E-10	4.12E-10	4.31E-10	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB08.6a	u	0	0	938	SLB08.6a_LP-DIR-T-23														
This study		1.5	225.9	-6.9	SLB08.6a_LP-DIR-T	2.28E-08	4.87E-10	4.66E-10	3.16E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB08.6a	u	0	0	948	SLB08.6a_LP-DIR-T-24														
This study		3.1	227.1	-8.2	SLB08.6a_LP-DIR-T	1.75E-08	4.64E-10	5.82E-10	6.49E-10	1	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.2.1	SLB08.6a	u	0	0	953	SLB08.6a_LP-DIR-T-25														
This study		1.2	222.5	3.3	SLB08.7a_LP-DIR-T	7.03E-07	1.03E-08	1.10E-08	2.90E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB08.7a	u	0	0	273	SLB08.7a_LP-DIR-T-1														
This study		1.7	221.9	3.2	SLB08.7a_LP-DIR-T	6.99E-07	1.39E-08	1.56E-08	1.61E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB08.7a	u	0	0	77	SLB08.7a_LP-DIR-T-2														
This study		0.5	220.7	2.7	SLB08.7a_LP-DIR-T	6.98E-07	4.05E-09	4.98E-09	1.87E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB08.7a	u	0	0	373	SLB08.7a_LP-DIR-T-3														
This study		1	222.4	2.4	SLB08.7a_LP-DIR-T	6.96E-07	8.31E-09	8.66E-09	3.78E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB08.7a	u	0	0	473	SLB08.7a_LP-DIR-T-4														
This study		0.5	221.9	2.2	SLB08.7a_LP-DIR-T	6.77E-07	3.48E-09	3.56E-09	3.43E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB08.7a	u	0	0	573	SLB08.7a_LP-DIR-T-5														
This study		0.3	221.8	2.1	SLB08.7a_LP-DIR-T	6.42E-07	2.31E-09	1.84E-09	2.64E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB08.7a	u	0	0	673	SLB08.7a_LP-DIR-T-6														
This study		2.2	222.7	2	SLB08.7a_LP-DIR-T	6.18E-07	1.57E-08	1.72E-08	2.19E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB08.7a	u	0	0	723	SLB08.7a_LP-DIR-T-7														
This study		0.7	220.4	1.9	SLB08.7a_LP-DIR-T	5.99E-07	4.79E-09	5.56E-09	2.40E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB08.7a	u	0	0	748	SLB08.7a_LP-DIR-T-8														
This study		0.9	224.8	2	SLB08.7a_LP-DIR-T	5.83E-07	6.08E-09	6.90E-09	3.21E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB08.7a	u	0	0	773	SLB08.7a_LP-DIR-T-9														
This study		0.8	224.7	2	SLB08.7a_LP-DIR-T	5.83E-07	4.92E-09	5.86E-09	3.41E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB08.7a	u	0	0	773	SLB08.7a_LP-DIR-T-10														
This study		1.7	223	2	SLB08.7a_LP-DIR-T	5.70E-07	1.17E-08	1.20E-08	1.45E-09	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB08.7a	u	0	0	798	SLB08.7a_LP-DIR-T-11														
This study		1	220.7	2.1	SLB08.7a_LP-DIR-T	5.48E-07	5.91E-09	6.88E-09	2.22E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB08.7a	u	0	0	823	SLB08.7a_LP-DIR-T-12														
This study		0.5	220.8	2.1	SLB08.7a_LP-DIR-T	5.38E-07	3.03E-09	3.23E-09	2.47E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB08.7a	u	0	0	833	SLB08.7a_LP-DIR-T-13														
This study		1.7	222.6	2.1	SLB08.7a_LP-DIR-T	5.25E-07	1.02E-08	1.14E-08	2.40E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB08.7a	u	0	0	843	SLB08.7a_LP-DIR-T-14														
This study		2.5	220.7	2.1	SLB08.7a_LP-DIR-T	5.20E-07	1.49E-08	1.71E-08	2.18E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB08.7a	u	0	0	848	SLB08.7a_LP-DIR-T-15														
This study		2.2	221.3	2.1	SLB08.7a_LP-DIR-T	5.13E-07	1.30E-08	1.50E-08	1.68E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB08.7a	u	0	0	853	SLB08.7a_LP-DIR-T-16														
This study		2.3	218.3	2.1	SLB08.7a_LP-DIR-T	4.90E-07	1.21E-08	1.53E-08	1.62E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB08.7a	u	0	0	868	SLB08.7a_LP-DIR-T-17														
This study		0.7	221.8	2.1	SLB08.7a_LP-DIR-T	4.60E-07	3.63E-09	4.24E-09	1.80E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB08.7a	u	0	0	883	SLB08.7a_LP-DIR-T-18														
This study		2.2	220.4	2.1	SLB08.7a_LP-DIR-T	3.69E-07	9.23E-09	1.11E-08	1.25E-09	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB08.7a	u	0	0	898	SLB08.7a_LP-DIR-T-19														
This study		0.5	220.2	2.3	SLB08.7a_LP-DIR-T	1.56E-07	7.67E-10	1.12E-09	5.50E-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB08.7a	u	0	0	913	SLB08.7a_LP-DIR-T-20														
This study		2.6	220.6	2.9	SLB08.7a_LP-DIR-T	6.44E-08	1.86E-09	2.24E-09	2.40E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB08.7a	u	0	0	928	SLB08.7a_LP-DIR-T-21														
This study		1.6	225.1	2.8	SLB08.7a_LP-DIR-T	4.04E-08	8.24E-10	8.25E-10	1.84E-10	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB08.7a	u	0	0	938	SLB08.7a_LP-DIR-T-22														
This study		1.5	223.2	3.4	SLB08.7a_LP-DIR-T	2.60E-08	5.03E-10	5.73E-10	9.95E-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB08.7a	u	0	0	948	SLB08.7a_LP-DIR-T-23														
This study		1	221.4	3.3	SLB08.7a_LP-DIR-T	2.12E-08	3.94E-10	3.50E-10	1.12E-10	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB08.7a	u	0	0	953	SLB08.7a_LP-DIR-T-24														
This study		0.7	220	-9.9	SLB08.8a_LP-DIR-T	4.88E-07	4.12E-09	3.92E-09	2.55E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB08.8a	u	0	0	273	SLB08.8a_LP-DIR-T-1														
This study		1.5	221.5	-10	SLB08.8a_LP-DIR-T	4.65E-07	7.66E-09	9.05E-09	1.27E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB08.8a	u	0	0	77	SLB08.8a_LP-DIR-T-2														
This study		1.2	220.3	-10.2	SLB08.8a_LP-DIR-T	4.63E-07	6.72E-09	6.81E-09	1.24E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB08.8a	u	0	0	373	SLB08.8a_LP-DIR-T-3														
This study		1.2	221.7	-10.6	SLB08.8a_LP-DIR-T	4.63E-07	6.41E-09	6.85E-09	1.26E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB08.8a	u	0	0	473	SLB08.8a_LP-DIR-T-4														
This study		1.4	219.4	-11	SLB08.8a_LP-DIR-T	4.51E-07	7.22E-09	8.26E-09	1.20E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB08.8a	u	0	0	573	SLB08.8a_LP-DIR-T-5														
This study		1.7	219.1	-11.2	SLB08.8a_LP-DIR-T	4.34E-07	7.97E-09	9.81E-09	9.63E-10	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB08.8a	u	0	0	673	SLB08.8a_LP-DIR-T-6														
This study		2.7	223.1	-10.8	SLB08.8a_LP-DIR-T	4.21E-07	1.38E-08	1.47E-08	1.42E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB08.8a	u	0	0	723	SLB08.8a_LP-DIR-T-7														
This study		2	219.7	-10.8	SLB08.8a_LP-DIR-T	4.11E-07	9.12E-09	1.04E-08	3.86E-09	1	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.2.1	SLB08.8a	u	0	0	748	SLB08.8a_LP-DIR-T-8														
This study		0.7	224.7	-10.9	SLB08.8a_LP-DIR-T	4.01E-07	3.22E-09	3.41E-09	1.75E-09	1	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.2.1	SLB08.8a	u	0	0	773	SLB08.8a_LP-DIR-T-9														
This study		0.4	225	-10.8	SLB08.8a_LP-DIR-T	4.01E-07	2.13E-09	1.90E-09	1.36E-09	1	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.2.1	SLB08.8a	u	0	0	773	SLB08.8a_LP-DIR-T-10														
This study		2.2	221.9	-10.6	SLB08.8a_LP-DIR-T	3.93E-07	9.90E-09	1.10E-08	9.30E-10	1	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.2.1	SLB08.8a	u	0	0	798	SLB08.8a_LP-DIR-T-11														
This study		1.2	223	-11	SLB08.8a_LP-DIR-T	3.80E-07	5.56E-09	5.88E-09	1.48E-09	1	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.2.1	SLB08.8a	u	0	0	823	SLB08.8a_LP-DIR-T-12														
This study		4.2	222.7	-10.5	SLB08.8a_LP-DIR-T	3.71E-07	1.82E-08	2.03E-08	2.91E-09	1	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.2.1	SLB08.8a	u	0	0	833	SLB08.8a_LP-DIR-T-13														
This study		1.3	221.2	-10.9	SLB08.8a_LP-DIR-T	3.62E-07	5.68E-09	6.28E-09	1.08E-09	1	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.2.1	SLB08.8a	u	0	0	843	SLB08.8a_LP-DIR-T-14														
This study		2.2	219.6	-10.4	SLB08.8a_LP-DIR-T	3.59E-07	8.36E-09	1.04E-08	2.36E-09	1	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.2.1	SLB08.8a	u	0	0	848	SLB08.8a_LP-DIR-T-15														
This study		4.3	221	-10.8	SLB08.8a_LP-DIR-T	3.52E-07	1.75E-08	1.99E-08	1.22E-09	1	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.2.1	SLB08.8a	u	0	0	853	SLB08.8a_LP-DIR-T-16														
This study		1.4	221.1	-10.8	SLB08.8a_LP-DIR-T	3.35E-07	6.01E-09	5.91E-09	1.19E-09	1	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.2.1	SLB08.8a	u	0	0	868	SLB08.8a_LP-DIR-T-17														
This study		0.9	223.6	-11	SLB08.8a_LP-DIR-T	2.98E-07	2.84E-09	3.19E-09	1.43E-09	1	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.2.1	SLB08.8a	u	0	0	883	SLB08.8a_LP-DIR-T-18														
This study		4.1	223.5	-10.7	SLB08.8a_LP-DIR-T	1.97E-07	9.99E-09	9.88E-09	6.34E-10	1	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.2.1	SLB08.8a	u	0	0	898	SLB08.8a_LP-DIR-T-19														
This study		3.4	220.9	-10.7	SLB08.8a_LP-DIR-T	6.83E-08	2.76E-09	2.96E-09	2.53E-10	1	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.2.1	SLB08.8a	u	0	0	913	SLB08.8a_LP-DIR-T-20														
This study		1.8	221	-10.5	SLB08.8a_LP-DIR-T	2.34E-08	5.14E-10	6.51E-10	1.16E-10	1	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.2.1	SLB08.8a	u	0	0	928	SLB08.8a_LP-DIR-T-21														
This study		2.1	222.8	-10.8	SLB08.8a_LP-DIR-T	1.26E-08	3.55E-10	3.69E-10	4.96E-11	1	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.2.1	SLB08.8a	u	0	0	938	SLB08.8a_LP-DIR-T-22														
This study		1.5	226	-9.2	SLB08.8a_LP-DIR-T	6.96E-09	1.69E-10	1.43E-10	2.78E-11	1	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.2.1	SLB08.8a	u	0	0	948	SLB08.8a_LP-DIR-T-23														
This study		1.7	221	-8.5	SLB08.8a_LP-DIR-T	5.25E-09	1.19E-10	1.22E-10	4.91E-11	1	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.2.1	SLB08.8a	u	0	0	953	SLB08.8a_LP-DIR-T-24														
This study		3.2	230.6	-9.6	SLB08.9a_LP-DIR-T	5.37E-07	2.32E-08	1.78E-08	4.53E-09	1	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.2.1	SLB08.9a	u	0	0	273	SLB08.9a_LP-DIR-T-1														
This study		2.9	226	-9.6	SLB08.9a_LP-DIR-T	5.35E-07	1.77E-08	1.90E-08	6.05E-09	1	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.2.1	SLB08.9a	u	0	0	77	SLB08.9a_LP-DIR-T-2														
This study		1.5	226.4	-10	SLB08.9a_LP-DIR-T	5.29E-07	8.40E-09	9.42E-09	4.76E-09	1	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.2.1	SLB08.9a	u	0	0	373	SLB08.9a_LP-DIR-T-3														
This study		3.5	229.5	-10.3	SLB08.9a_LP-DIR-T	5.26E-07	2.37E-08	2.16E-08	4.76E-09	1	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.2.1	SLB08.9a	u	0	0	473	SLB08.9a_LP-DIR-T-4														
This study		3	231.2	-10.5	SLB08.9a_LP-DIR-T	5.12E-07	2.03E-08	1.72E-08	5.42E-09	1	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.2.1	SLB08.9a	u	0	0	573	SLB08.9a_LP-DIR-T-5														
This study		1	227.3	-10.5	SLB08.9a_LP-DIR-T	4.93E-07	4.25E-09	5.34E-09	5.78E-09	1	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.2.1	SLB08.9a	u	0	0	673	SLB08.9a_LP-DIR-T-6														
This study		1	224.4	-10.7	SLB08.9a_LP-DIR-T	4.78E-07	4.90E-09	5.81E-09	2.83E-09	1	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.2.1	SLB08.9a	u	0	0	723	SLB08.9a_LP-DIR-T-7														
